seed,budget,communication_ratio,policy,fleet_rmse_m,worst_node_rmse_m,centroid_rmse_m,relative_shape_rmse_m,yaw_rmse_deg,runtime_s,node1_rmse_m,node2_rmse_m,node3_rmse_m,node4_rmse_m
10,180,0.05,cyclic,0.3902079608616792,0.4070153030749085,0.3791987724745108,0.09203555657273961,0.08779142986174063,1.7479480099991633,0.4070153030749085,0.39741811295987356,0.35908526518258926,0.3956060790259948
10,180,0.05,random,0.3977874738677602,0.43531978555914436,0.3820516785577063,0.11077630286903907,0.0687002717187554,1.7679248040003586,0.43531978555914436,0.41000635632971383,0.3549202615563671,0.38647454957746974
10,180,0.05,geometry,0.4014845700231321,0.4482134986852324,0.3813825177480096,0.12544813718365208,0.06624287522397035,1.9426814220005326,0.4482134986852324,0.3913855967246948,0.3602900187774032,0.4010891627915343
10,180,0.05,information,0.3898628897519751,0.4006015351045169,0.37755083247564936,0.0972030951292439,0.09808368760379155,2.1777723229988624,0.391794896465295,0.3831860018768885,0.3836091088129965,0.4006015351045169
10,360,0.1,cyclic,0.3906447374741911,0.42204033506616084,0.3821750715158188,0.08090442279726401,0.08198050076742511,2.1814108599992323,0.42204033506616084,0.3936663519916249,0.3604115878234671,0.38396027127104465
10,360,0.1,random,0.3898839957589396,0.4002780562675072,0.3831668107866291,0.07206056661281819,0.07148723947085316,2.5318681160006236,0.39684833004612097,0.3782599360720421,0.38372701490631744,0.4002780562675072
10,360,0.1,geometry,0.39409316848018744,0.4226293398055344,0.3844423288973466,0.08668056988009361,0.07659305408064697,2.327394012998411,0.4226293398055344,0.3891079340260474,0.3509652577030827,0.40992748928309475
10,360,0.1,information,0.388275654590645,0.4035613837050948,0.38204705545154033,0.06926782347238526,0.07929489771977033,2.2491740959994786,0.39771879004399197,0.4035613837050948,0.3717486809780631,0.3792002473762622
10,720,0.2,cyclic,0.3889437496663455,0.40603842416751,0.3853353134896876,0.05285770125838849,0.07517916915538013,2.95432867800082,0.3950436308635038,0.38094796268276215,0.3729087544690601,0.40603842416751
10,720,0.2,random,0.3828881893152054,0.39229648890240737,0.37776855852181834,0.06240418022395673,0.0983192731170705,2.2351447090004513,0.39229648890240737,0.3797007102932999,0.37091008059470015,0.38829114022746586
10,720,0.2,geometry,0.38128620668861185,0.3920273447217058,0.3779303513979011,0.05047594380742017,0.09636502564457937,1.9085642760001065,0.3920273447217058,0.38722749046407046,0.36481299873416784,0.38052278935419254
