seed,rate_hz,uwb_exchanges,communication_ratio,fleet_rmse_m,worst_node_rmse_m,centroid_rmse_m,relative_shape_rmse_m,yaw_rmse_deg,runtime_s,node1_rmse_m,node2_rmse_m,node3_rmse_m,node4_rmse_m
11,1.0,360,0.1,0.6286579680295612,0.6638255202688721,0.6222210826678629,0.08973162792844708,0.049782823604657155,2.2708308449946344,0.605739910393015,0.6638255202688721,0.5975842951374855,0.6450978320147147
11,2.0,720,0.2,0.6247682456219179,0.6530687833904263,0.6213466201566883,0.06529730742801834,0.047316526574233506,2.6585536839993438,0.5981826280640136,0.6530687833904263,0.6163349230162793,0.6301995027480205
11,5.0,1800,0.5,0.6210353374341803,0.6360378022792738,0.6184176920349725,0.05696006074543848,0.046246833188900986,2.3921245639940025,0.598480881491263,0.6360378022792738,0.6157243874971509,0.6331663198326289
11,10.0,3600,1.0,0.6214948182071863,0.6354360818849119,0.6196236182739686,0.048191085643082505,0.04933067735762776,2.5441080870004953,0.6011066167929836,0.6354360818849119,0.6167335342637461,0.6321034765246318
12,0.0,0,0.0,1.9792450641103903,2.715881506757521,1.0132250050194422,1.700231193987657,0.049029894693234044,2.0590144469970255,2.715881506757521,1.1687094617037905,1.4005260762283085,2.228514446980868
12,0.5,180,0.05,1.0164076776637812,1.0652650430858104,1.0116749006852586,0.09797174356595362,0.060635723502555534,2.164268484993954,1.0652650430858104,0.9961760784460866,0.9928704852787381,1.0096484918173483
12,1.0,360,0.1,1.0105169245925827,1.0290066373846085,1.0078417182153612,0.07348146645760405,0.06404847661454577,2.392595211000298,1.0290066373846085,1.0005845829419522,0.9876319993832655,1.0242737358458995
12,2.0,720,0.2,1.011339707667779,1.0207158233409297,1.0103725079450185,0.04421989930384649,0.055411858876605914,2.3913354160031304,1.0207158233409297,1.003947220264615,1.006108729000372,1.0144981170785148
12,5.0,1800,0.5,1.0131393285213621,1.02534254608249,1.0122484672795766,0.042477517428220174,0.04671056957063485,2.3474556439978187,1.02534254608249,1.0049115395419552,1.003326865504239,1.0188060943245283
12,10.0,3600,1.0,1.0165046135395475,1.022404024165087,1.0160350469438622,0.030893570997358708,0.04973010262963902,2.4428024559965706,1.022404024165087,1.00802391960839,1.0135582554264784,1.02196084519611
